int(self),self.cycle,highest_counter,faulty_transporter,faulty_transporter = highest_counter,average_com_range,init_com_radius,length(transporter),average_ties
371,7180,transporter(12),transporter(12),true,38.799999999998406,50.0,50,6.0
372,3452,transporter(12),transporter(12),true,47.71199999999885,50.0,50,8.5
373,1010,transporter(12),transporter(12),true,20.61999999999976,50.0,50,4.36
374,5090,transporter(12),transporter(12),true,37.494,50.0,50,6.88
375,2252,transporter(12),transporter(12),true,23.62399999999906,50.0,50,5.36
376,267,transporter(12),transporter(12),true,38.217999999999805,50.0,50,3.62
377,2216,transporter(12),transporter(12),true,38.203999999998494,50.0,50,7.22
378,2040,transporter(12),transporter(12),true,50.785999999998175,50.0,50,8.22
379,8240,transporter(12),transporter(12),true,36.82799999999811,50.0,50,7.12
380,5668,transporter(12),transporter(12),true,37.494,50.0,50,7.5
381,2675,transporter(12),transporter(12),true,32.99599999999889,50.0,50,6.88
382,1815,transporter(12),transporter(12),true,22.561999999999472,50.0,50,6.18
383,9215,transporter(12),transporter(12),true,37.48199999999999,50.0,50,6.12
384,1217,transporter(12),transporter(12),true,15.42599999999963,50.0,50,4.52
385,928,transporter(12),transporter(12),true,18.807999999999744,50.0,50,5.24
386,3296,transporter(12),transporter(12),true,33.661999999999836,50.0,50,8.1
387,2212,transporter(12),transporter(12),true,22.543999999999382,50.0,50,6.1
388,3681,transporter(12),transporter(12),true,41.35800000000009,50.0,50,8.0
389,4338,transporter(12),transporter(12),true,77.36600000000016,50.0,50,6.66
390,5000,transporter(12),transporter(12),true,37.49400000000001,50.0,50,7.26
391,6648,transporter(12),transporter(12),true,37.433999999999976,50.0,50,7.12
392,2590,transporter(12),transporter(12),true,37.777999999998954,50.0,50,8.54
393,405,transporter(12),transporter(12),true,30.64199999999965,50.0,50,3.32
394,4729,transporter(12),transporter(12),true,44.48399999999986,50.0,50,7.34
395,3679,transporter(12),transporter(12),true,49.136000000000195,50.0,50,6.42
396,3302,transporter(12),transporter(12),true,41.95399999999956,50.0,50,7.88
397,1612,transporter(12),transporter(12),true,30.279999999999763,50.0,50,4.94
398,1470,transporter(12),transporter(12),true,14.677999999999665,50.0,50,5.0
399,2660,transporter(12),transporter(12),true,21.24199999999948,50.0,50,5.3
