int(self),self.cycle,highest_counter,faulty_transporter,faulty_transporter = highest_counter,average_com_range,init_com_radius,length(transporter),average_ties
230,669,transporter(22),transporter(22),true,28.85799999999983,25.0,50,4.5
231,1219,transporter(22),transporter(22),true,29.077999999999346,25.0,50,4.88
232,777,transporter(22),transporter(22),true,26.63999999999966,25.0,50,4.02
233,3847,transporter(22),transporter(22),true,82.22199999999994,25.0,50,9.4
234,2597,transporter(22),transporter(22),true,32.33599999999883,25.0,50,6.22
235,554,transporter(22),transporter(22),true,24.772000000000006,25.0,50,3.54
236,4640,transporter(22),transporter(22),true,34.167999999999886,25.0,50,7.76
237,491,transporter(22),transporter(22),true,19.91400000000003,25.0,50,3.3
238,1920,transporter(22),transporter(22),true,33.101999999998796,25.0,50,6.84
239,2400,transporter(22),transporter(22),true,32.54199999999882,25.0,50,6.16
240,2867,transporter(22),transporter(22),true,56.80799999999875,25.0,50,10.04
241,3228,transporter(22),transporter(22),true,50.26000000000045,25.0,50,7.78
242,2993,transporter(22),transporter(22),true,53.21199999999849,25.0,50,6.44
243,1483,transporter(22),transporter(22),true,44.59999999999874,25.0,50,7.0
244,1536,transporter(22),transporter(22),true,33.66799999999901,25.0,50,7.24
245,2283,transporter(22),transporter(22),true,53.77399999999787,25.0,50,9.44
246,3630,transporter(22),transporter(22),true,55.970000000000766,25.0,50,6.48
247,2804,transporter(22),transporter(22),true,38.845999999998575,25.0,50,8.02
248,1614,transporter(22),transporter(22),true,28.11599999999926,25.0,50,5.42
249,2713,transporter(22),transporter(22),true,30.44199999999948,25.0,50,5.92
250,3242,transporter(22),transporter(22),true,75.23000000000201,25.0,50,9.82
251,920,transporter(22),transporter(22),true,20.183999999999685,25.0,50,4.08
252,2075,transporter(22),transporter(22),true,30.575999999999144,25.0,50,6.28
253,3888,transporter(22),transporter(22),true,49.44200000000028,25.0,50,8.24
254,2269,transporter(22),transporter(22),true,25.859999999999204,25.0,50,6.64
255,2588,transporter(22),transporter(22),true,31.38599999999916,25.0,50,7.62
256,4857,transporter(22),transporter(22),true,37.488,25.0,50,5.78
257,2187,transporter(22),transporter(22),true,38.053999999998815,25.0,50,6.74
258,3224,transporter(22),transporter(22),true,31.77400000000037,25.0,50,6.74
259,2318,transporter(22),transporter(22),true,36.7819999999987,25.0,50,7.46
260,2574,transporter(22),transporter(22),true,41.10999999999873,25.0,50,7.68
261,1168,transporter(22),transporter(22),true,35.66199999999923,25.0,50,5.86
262,3781,transporter(22),transporter(22),true,51.77200000000081,25.0,50,7.36
263,2452,transporter(22),transporter(22),true,63.69199999999756,25.0,50,6.8
264,1574,transporter(22),transporter(22),true,30.901999999999536,25.0,50,5.36
265,4844,transporter(22),transporter(22),true,80.53999999999955,25.0,50,7.66
266,4188,transporter(22),transporter(22),true,46.16000000000009,25.0,50,7.98
267,2499,transporter(22),transporter(22),true,39.131999999998605,25.0,50,7.04
268,2454,transporter(22),transporter(22),true,24.765999999999107,25.0,50,5.98
269,1483,transporter(22),transporter(22),true,26.81599999999925,25.0,50,5.98
270,4333,transporter(22),transporter(22),true,45.72199999999979,25.0,50,6.98
271,1496,transporter(22),transporter(22),true,16.495999999999484,25.0,50,4.64
272,1672,transporter(22),transporter(22),true,22.437999999999484,25.0,50,5.1
273,3220,transporter(22),transporter(22),true,51.45400000000073,25.0,50,7.42
274,2562,transporter(22),transporter(22),true,58.219999999998365,25.0,50,6.28
275,1943,transporter(22),transporter(22),true,33.55799999999899,25.0,50,6.34
